,season_idx,episode_idx,character,utterance
1104,1,1,YARA,Is that an offer from my future king?
1105,1,1,THEON,"An order, from your future king. You can tell your grandchildren about this night."
1106,1,1,YARA,"I don't imagine it will be a story fit for children. As they approach the castle, the camera pans up to view it in its entirety. INT. INSIDE PYKE Balon sits in front of a fireplace. Theon enters the room."
1107,1,1,THEON,Father.
1108,1,1,BALON,"Nine years, is it? They took a frightened boy. What have they given back?"
1109,1,1,THEON,A man. Your blood and your heir.
1110,1,1,BALON,We shall see. Stark had you longer than I did.
1111,1,1,THEON,Lord Stark is gone.
1112,1,1,BALON,And how do you feel about that?
1113,1,1,THEON,What's done is done. I've brought you a proposal from Robb Stark.
1114,1,1,BALON,Who gave you those clothes? (Stands up).  Was it Ned Stark's pleasure to make you his daughter?
1115,1,1,THEON,"If my clothes offend you, I will change them."
1116,1,1,BALON,It will. (Begins walking forward). That bauble around your neck. Did you pay the iron price for it or the gold? (Theon looks down). I asked a question. Did you pull it from the neck of a corpse you made or did you buy it to match your fine clothes? Iron or gold?
1117,1,1,THEON,Gold. Balon reaches out and rips the bauble off. Theon’s cloak falls to the ground.
1118,1,1,BALON,I'll not have my son dressed as a whore. (Balon walks towards the fireplace and looks into it). My fears have come true. The Starks have made you theirs.
1119,1,1,THEON,(Steps forward). My blood is salt and iron.
1120,1,1,BALON,"Yet, (Turns around), the Stark boy sends you to me like a trained raven, clutching his message."
1121,1,1,THEON,"The offer he makes, is one I proposed."
1122,1,1,BALON,He heeds your counsel?
1123,1,1,THEON,"I've lived with him, hunted with him, fought at his side, he thinks of me as a brother."
1124,1,1,BALON,"No, not here, (Walks forward), not in my hearing, you will not name him brother. This son of the man who put your true brothers to the sword. Or have you forgotten your own blood?"
1125,1,1,THEON,I forget nothing. I remember my brothers. And I remember when my father was a king. Theon holds a letter out. Balon takes it and turns around. He then unfurls it and reads it.
1126,1,1,BALON,I see. I destroy Robb Stark's enemies for him and he will make me King of the Iron Islands once again.
1127,1,1,THEON,I will lead the attack myself.
1128,1,1,BALON,"Oh, you will?"
1129,1,1,THEON,"I'm your son. Your only living heir. Who else? Someone enters the room. Balon looks behind Theon, and he turns to look as well."
1130,1,1,THEON,I told you to wait outside. (The person who entered is revealed to be Yara). How did you get past the guards?
1131,1,1,YARA,Anything with a cock is easy to fool.
1132,1,1,BALON,(Puts his arm around her). My dear.
1133,1,1,THEON,Yara?
1134,1,1,YARA,"So good to see you, brother. This is a homecoming I'll tell my grandchildren about."
1135,1,1,THEON,She can't lead an attack!
1136,1,1,BALON,And why not?
1137,1,1,THEON,You're a woman!
1138,1,1,YARA,You're the one in skirts.
1139,1,1,BALON,"This isn't Winterfell, boy. Your sister took over command of your eldest brother's ship after your new father killed him."
1140,1,1,ALL THREE,(Theon joins a little late). What's dead may never die. The only night she's spent off these islands has been spent on the sea. She's commanded men. She's killed men. She knows who she is. Balon leans down and burns the letter in the fire. Yara smirks at Theon.
1141,1,1,BALON,(Watching the letter burn in his hand). No man gives me a crown. I pay the iron price. I will take my crown. (Throws the letter in the fire). That is who I am. That is who we have always been. Balon walks away. Yara follows him. Theon turns around to watch them leave.
1142,1,1,THEON,You won't stand a chance against the Lannisters on your own.
1143,1,1,BALON,Who said anything about the Lannisters?
1144,1,1,CUT TO,DRAGONSTONE EXT. BEACH Davos and Salladhor Saan walk on a beach. Matthos follows closely behind them..
1145,1,1,DAVOS,You'll have your gold when we take the treasury at King's Landing.
1146,1,1,SAAN,"All these kings fighting for the throne, and this Stannis has the smallest army. Why would I bet on the man with the worst chance?"
1147,1,1,DAVOS,"Because you're a smart gambler. Stannis has proved himself in war. Twice. His baby brother has never set foot on a battlefield. Neither has the false king, Joffrey."
1148,1,1,SAAN,"And yet, they both have larger armies."
1149,1,1,DAVOS,Stannis has just begun the fight. His bannermen will rally to his cause. There's no man in the Seven Kingdoms more honorable than Stannis Baratheon. Or more worthy of loyalty.
1150,1,1,SAAN,What is the world coming to when smugglers must vouch for the honor of kings.
1151,1,1,MATTHOS,"Mind your words, pirate. (They all stop walking)."
1152,1,1,DAVOS,Matthos.
1153,1,1,SAAN,You think I'm insulted? I am a pirate. I'm an excellent pirate. I don't sail for promises.
1154,1,1,DAVOS,"Of course you do. Every time you leave harbor, you're leaving on a promise. A promise that somewhere on the seas, somebody's got some gold and you can take it from them."
1155,1,1,SAAN,That's a promise that always comes true.
1156,1,1,DAVOS,"As is mine. You're not the young man, Salladhor. And correct me if I'm wrong: Most pirates don't grow old."
1157,1,1,SAAN,Only the clever ones.
1158,1,1,DAVOS,"You want to spend your last few years on the sea, stealing from Pentoshi cheesemongers and Midanese silk merchants, then go. They're out there waiting for you. That's easy. What I'm offering you is hard. Come with me and plunder the greatest city in Westeros. You'll be the richest man in Lysene. And the most famous. They'll be singing songs about you as long as men have voices to sing."
1159,1,1,SAAN,Salladhor Saan is a good name for songs.
1160,1,1,DAVOS,It is. (Matthos rolls his eyes).
1161,1,1,SAAN,"One thing, I want the queen."
1162,1,1,DAVOS,The queen?
1163,1,1,SAAN,"Cersei, I want her. I'll sail with your fleet, all 30 of my ships, and if we don't drown at the bottom of Blackwater Bay, I will fuck this blonde queen and I will fuck her well."
1164,1,1,MATTHOS,This war isn't about you. We're not attacking King's Landing so that you can rape the queen.
1165,1,1,SAAN,"I'm not going to rape her, I'm going to fuck her."
1166,1,1,MATTHOS,As if she would just let you!
1167,1,1,SAAN,You don't know how persuasive I am. I never tried to fuck you.
1168,1,1,MATTHOS,"Stannis is the rightful king, and the Lord of Light. The one true god."
1169,1,1,SAAN,"I've been all over the world, my boy, and everywhere I go, people tell me about the true god. They all think they found the right one. The one true god is what's between a woman's legs, and better yet a queen's legs. Matthos walks away angrily. Saan turns back to Davos."
1170,1,1,SAAN,I never thought you'd have a true believer for a son.
1171,1,1,DAVOS,He's young yet. I promise you the gold. I promise you the glory. I cannot promise you the queen.
1172,1,1,MATTHOS,You believe your king can win?
1173,1,1,DAVOS,He is the one true king.
1174,1,1,SAAN,"You Westerosee are funny people. A man chops off your fingers and you fall in love with him. (They laugh). I'll sail with you, Davos Seaworth. You are the most honest smuggler I ever met. Make me rich."
1175,1,1,DAVOS,Get me to the gates of King's Landing and I will. They shake hands. Davos pats Saan on the back as he walks away. Saan and Matthos eye each other as Saan walks past. Matthos walks back over to his father.
1176,1,1,MATTHOS,When will the King have a sail?
1177,1,1,DAVOS,As soon as his God wills it.
1178,1,1,MATTHOS,"He's my God too, and yours. But you were too blind to see. (As they walk). Let me teach you how to read."
1179,1,1,DAVOS,Oh you and your mother.
1180,1,1,MATTHOS,It won't take long. You already know the letters. The holy books are much more persuasive than I can be.
1181,1,1,DAVOS,"I wish I had a God, truly! I'm not mocking you, but I've seen men pray to every God there is. Pray for wind, pray for rain, pray for home. None of it works!"
1182,1,1,MATTHOS,But you always came home.
1183,1,1,DAVOS,I wasn't praying.
1184,1,1,MATTHOS,"(They reach their horses). But I was. Every night that you were at sea, I lit a candle and I prayed, for you."
1185,1,1,DAVOS,"You want me to have a god, fine. King Stannis is my god. He raised me up and blessed me with his trust. He gave you a future I could never have imagined. You know how to read, you'll be a knight someday. You think your fire god commanded all that? It was Stannis. Only Stannis."
1186,1,1,MATTHOS,"(As Davos is mounting his horse). Stannis is my king, but he's only a man."
1187,1,1,DAVOS,"Don't tell him that. Davos rides away and Matthos watches. In the background, Saan’s boat is in the water."
1188,1,1,CUT TO,KING’S LANDING INT. TYRION’S ROOM Tyrion sits at a table with a cup of wine. Cersei paces in front of him.
1189,1,1,CERSEI,Lord Janos Slynt was Commander of the City Watch. You had no right to exile him.
1190,1,1,TYRION,I have every right. I am the King's Hand.
1191,1,1,CERSEI,You're serving as the King's Hand until father gets here. I am Queen Regent.
1192,1,1,TYRION,"Listen to me, Queen Regent, you're losing the people. Do you hear me?"
1193,1,1,CERSEI,"Ha, the people. You think I care?"
1194,1,1,TYRION,"You might find it difficult to rule over millions who want you dead. Half the city will starve when winter comes. The other half will plot to overthrow you. And your gold-plated thugs just gave them the rallying cry, “The Queen slaughters babies.” (Cersei says nothing). You don't even have the decency to deny it. Cersei looks down and walks toward the window. Tyrion looks down, and then up at her."
1195,1,1,TYRION,"It wasn't you who gave the order, was it? Joffrey didn't even tell you. Or did he tell you? I imagine that would be even worse."
1196,1,1,CERSEI,"He did what needed to be done. (Now loudly). You want to be the Hand of the King? You want to rule? This is what ruling is! Lying on a bed of weeds, ripping them out by the root one by one before they strangle you in your sleep."
1197,1,1,TYRION,"I'm no king, but I think there's more to ruling that that."
1198,1,1,CERSEI,"I don't care what you think! You've never taken it seriously. You haven't, Jaime hasn't. (Sits down). It's all fallen on me."
1199,1,1,TYRION,"(Tries not to laugh). As has Jaime repeatedly, according to Stannis Baratheon."
1200,1,1,CERSEI,"You're funny. (Laughs). You've always been funny. But none of your jokes will ever match the first one, will they? You remember... back when you ripped my mother open on your way out of her and she bled to death."
1201,1,1,TYRION,She was my mother too.
1202,1,1,CERSEI,"Now they're gone, for the sake of you. There's no bigger joke in the world than that. (Storms out)."
1203,1,1,CUT TO,DRAGONSTONE INT. DRAGONSTONE KEEP Davos moves some ships around on a model map of Westeros as Matthos looks on. Stannis enters with Melisandre.
1204,1,1,DAVOS,Your Grace.
1205,1,1,MATTHOS,Your Grace.
1206,1,1,STANNIS,How did it fare with your pirate?
1207,1,1,DAVOS,Salladhor Saan will join our fleet. 30 ships. His men know how to fight.
1208,1,1,STANNIS,"In my experience, pirates prefer fighting unarmed men."
1209,1,1,DAVOS,Does seem the wiser choice.
1210,1,1,STANNIS,It won't be a choice this time. Do you trust him?
1211,1,1,DAVOS,"Salladhor Saan is an old friend, I've known him 30 years. I've never trusted him. But once he gets the smell of gold, he never stops."
1212,1,1,STANNIS,"Well if he does his job, he'll have his share. Leave us."
1213,1,1,DAVOS,"At once, Your Grace. Davos walks away, followed by Matthos. As Matthos passes her, Melisandre stops him."
1214,1,1,MELISANDRE,"The Lord of Light shines through you, young warrior. She then whispers something in his ear. When she is done, Matthos and Davos leave the room."
1215,1,1,DAVOS,Come.
1216,1,1,STANNIS,What did you say to him?
1217,1,1,MELISANDRE,I told him death by fire is the purest death.
1218,1,1,STANNIS,Why?
1219,1,1,MELISANDRE,Because it is true. You're troubled my king.
1220,1,1,STANNIS,Yeah.
1221,1,1,MELISANDRE,These armies are but toys for the Lord of Light.
1222,1,1,STANNIS,Tell your lord to burn them then.
1223,1,1,MELISANDRE,I tell him nothing! I pray for his commands and I obey.
1224,1,1,STANNIS,My little brother has a hundred thousand men according to the scouts. Men whose allegiance rightly belongs to me.
1225,1,1,MELISANDRE,You must have faith.
1226,1,1,STANNIS,"Faith? In a real war, the side with the greater number wins nine times out of ten."
1227,1,1,MELISANDRE,Then we must be the ten.
1228,1,1,STANNIS,"I cannot defeat my brother in the field, and I can't take King's Landing without the men he stole."
1229,1,1,MELISANDRE,"I have seen the path to victory in the flames. At first, you must give yourself to the Lord of Light."
1230,1,1,STANNIS,"I've said the words, damn you! I burnt the idols."
1231,1,1,MELISANDRE,You must give... all of yourself. Melisandre disrobes next to Stannis. He looks over and then looks away.
1232,1,1,STANNIS,I have a wife. I took a vow.
1233,1,1,MELISANDRE,"She's sick. Weak. Shut away in the tower. And she disgusts you. And she's given you nothing. No sons. Only stillborns. Only death. (Whispers in his ear). I will give you a son, my King."
1234,1,1,STANNIS,"(Gasps). A son? They begin kissing. Melisandre takes off what remained of her clothes. Stannis lays her on the table and they begin having sex, knocking many of the wooden models off of the table."
1235,1,2,DEFAULT,"What is Dead May Never Die Lyrics TITLE SEQUENCE CRASTER'S KEEP Craster pushes Jon Snow into his Keep, where the men of the Night's Watch have gathered."
1236,1,2,CRASTER,Out. All of you. The bastard's been meddling where he shouldn't. (kicks Jon) I want you and your men gone. And you'll make this right.
1237,1,2,JEOR,Wait outside.
1238,1,2,JON,Lord Commander --
1239,1,2,JEOR,Now! Jon snow leaves. OUTSIDE
1240,1,2,SAM,Lord Commander.
1241,1,2,JEOR,Leave us. (Sam leaves) What did you do?
1242,1,2,JON,Followed him. He took the baby into the woods - the newborn.
1243,1,2,JEOR,And what business is that of yours?
1244,1,2,JON,"You don't understand. He's killing them, all the boys -- you know."
1245,1,2,JEOR,The wildlings serve crueler gods than you and I. Those boys are his offerings.
1246,1,2,JON,Offerings? He's murdering his own children! He's a monster!
1247,1,2,JEOR,"Many times that monster's been the difference between life and death of our rangers. Your uncle among them. We have other wars to fight out there! Like it or not, we need men like Craster."
1248,1,2,JON,I saw it. I saw... something take that child.
1249,1,2,JEOR,"Whatever it was. I dare say you'll see it again. Now, ready my horse. We leave at dawn. (gives Jon Longclaw) Don't lose it again. In the morning Gilly exits the Keep. Sam follows her."
1250,1,2,SAM,Gilly.
1251,1,2,GILLY,You're leaving.
1252,1,2,SAM,I wanted to give you something. Belonged to my mother.
1253,1,2,GILLY,I can't take it.
1254,1,2,SAM,Please. I want you to. My mother used it for sewing. She let me sit with her in a chamber while she sewed and read to her. Father put a stop to it when he found out. It's the only thing I have of hers. She gave it to me before I left for the wall.
1255,1,2,GILLY,You... you shouldn't give it away.
1256,2,0,DEFAULT,The Rains of Castamere Lyrics
1257,2,0,SCENE,[Opening Credits]
1258,2,0,SCENE,"[First scene shows the location of Casterly Rock (ancestral seat of House Lannister) on a giant map of Westeros. There are several game pieces representing different House sigils located on different parts of the map. ROBB STARK and CATELYN STARK are at a campsite, within a tent lit up by candles]"
1259,2,0,CATELYN,Are you sure about this?
1260,2,0,ROBB,No.
1261,2,0,CATELYN,It's dangerous.
1262,2,0,SCENE,[ROBB nods in agreement]
1263,2,0,ROBB,"If we take Tywin's castle from him, the lords of Westeros will realize he's not invincible.  Take his home, take his gold, take his power."
1264,2,0,CATELYN,Why are you telling me?
1265,2,0,SCENE,[ROBB pauses then walks around CATELYN]
1266,2,0,ROBB,You begged me not to send Theon to negotiate with his father and I ignored your advice.
1267,2,0,SCENE,[ROBB pours himself something to drink]
1268,2,0,ROBB,Now Winterfell is burned to the ground.  The North is overrun with Ironborn and Bran and Rickon are gone.
1269,2,0,SCENE,[ROBB pauses]
1270,2,0,ROBB,"So, Casterly Rock?  I'm asking your advice."
1271,2,0,SCENE,"[CATELYN pauses, staring at ROBB.  She then looks at the map]"
1272,2,0,CATELYN,We have enough men?
1273,2,0,SCENE,[ROBB grabs a House Frey piece]
1274,2,0,ROBB,If Walder Frey cooperates.
1275,2,0,CATELYN,If Walder Frey cooperates.
1276,2,0,SCENE,"[Close up shots of the map showing the sigils of House Stark, House Frey and House Lannister]"
1277,2,0,CATELYN,"If reinforcements arrive from King's Landing, before we take the castle, we'll be caught between Tywin's army and the sea."
1278,2,0,SCENE,[ROBB moves the House Frey piece to the House Stark side of the map]
1279,2,0,ROBB,We'll lose the war and die the way father died. Or worse.
1280,2,0,SCENE,[A flash of anger spreads across CATELYN's face]
1281,2,0,CATELYN,"Show them how it feels to lose what they love. The next scene shows ROBB'S direwolf, Grey Wind, as he leads House Stark's army to The Twins castle, the ancestral seat of House Frey.  [The scene shifts to the inside of The Twins, as a servant walks around with a plate of bread and salt in observation of the Westerosi tradition of ""Guest Right"".  ROBB, his wife TALISA MAEGYR, his uncle EDMURE TULLY, his great uncle BRYNDEN ""BLACKFISH"" TULLY, CATELYN and the Stark army are in the presence of WALDER FREY and his family.  ROBB takes a piece of bread, dips it into the salt and eats it while looking intently at WALDER]"
1282,2,0,WALDER,"My honored guests, be welcome within my walls and at my table.  I extend to you my hospitality and protection in the light of the Seven."
1283,2,0,ROBB,"We thank you for your hospitality, my lord."
1284,2,0,SCENE,[Servant stops in front of WALDER.  He takes a piece of bread from the plate and eats it]
1285,2,0,ROBB,"I have come to make my apologies, my lord, and to beg your forgiveness."
1286,2,0,WALDER,"Don't beg my forgiveness, your Grace.  It wasn't me you spurned, it was my girls."
1287,2,0,SCENE,[WALDER signals for his female relatives to appear before ROBB]
1288,2,0,WALDER,"One of them was supposed to be queen, now none of them are."
1289,2,0,SCENE,"[As WALDER calls each relative by name, they briefly look up at ROBB]"
1290,2,0,WALDER,"This is Arwyn, my daughter.  My daughter Walda , my daughter Derwa, my daughter Waldra."
1291,2,0,SCENE,[WALDER pauses to chew]
1292,2,0,WALDER,My eldest granddaughters Ginia and Neila.
1293,2,0,SCENE,[EDMURE intently watches the Frey women]
1294,2,0,WALDER,"Serra and Sarra, granddaughters, twins.  You could have had either.  Could have had both for all I care."
1295,2,0,SCENE,[EDMURE closes his eyes after hearing WALDER'S comments about his granddaughters]
1296,2,0,WALDER,My granddaughter Marianne.  My granddaughter Freya.  My granddaughter...W-W-Wertha? Waldra? Waldina?
1297,2,0,SCENE,[WALDER guessing at his granddaughter's name.  EDMURE raises his eyebrows]
1298,2,0,MERRY,I'm Merry.
1299,2,0,WALDER,"Fine.  And here's my youngest daughter Shirei, though she hasn't bled yet.  Clearly you don't have the patience for all that."
1300,2,0,SCENE,[ROBB looks at the Frey women]
1301,2,0,ROBB,"My ladies.  All men should keep their word, kings most of all.  I was pledged to marry one of you and I broke that vow.  The fault is not with you.  Any man would be lucky to have any one of you.  I did what I did not to slight you, but because I loved another.  I know these words cannot set right the wrong I have done to you and your house.  I beg your forgiveness and pledge to do all I can to make amends so the Freys of the Crossing and the Starks of Winterfell may once again be friends."
1302,2,0,SCENE,[WALDER claps to signal the dismissal of the Frey women]
1303,2,0,WALDER,Very good.
1304,2,0,SCENE,[WALDER focuses on TALISA]
1305,2,0,WALDER,"There she is.  Come closer, let me have a look at you."
1306,2,0,SCENE,[TALISA takes a couple of steps towards WALDER.  WALDER moves forward in his seat and squints]
1307,2,0,WALDER,Still can't see you.  Old eyes.
1308,2,0,SCENE,[TALISA looks at ROBB who nods.  Frey men look on as she takes a couple more steps towards WALDER.  She bows her head]
1309,2,0,WALDER,"Love.  That's what the Starks of Winterfell call it, eh?  Heh. Very honorable, I call it a pretty face.  Mmmm, very pretty.  Prettier than this lot, that's for sure.  Very shapely as well.  Oh, you try to hide her under that dress.  If you wanted to hide her, you shouldn't have brought her here in the first place."
1310,2,0,SCENE,[WALDER leans forward with a grin]
1311,2,0,WALDER,"I can always see what's going on beneath a dress.  Been at this a long time.  I bet when you take that dress off, everything stays right where it is.  Doesn't drop an inch."
1312,2,0,SCENE,"[WALDER grins, ROBB visibly uncomfortable]"
1313,2,0,WALDER,Your king says he betrayed me for love.  I say he betrayed me for firm tits and a tight fit.
1314,2,0,SCENE,[ROBB starts to step forward before CATELYN stops him]
1315,2,0,WALDER,"And I can respect that.  When I was your age, I'd have broken fifty oaths to get into that without a second thought.  Well, I've enough room in the hall for you lot.  We'll set up tents outside with food and ale for the rest of your men."
1316,2,0,SCENE,[ROBB visibly angry]
1317,2,0,ROBB,"Thank you, my lord."
1318,2,0,SCENE,[WALDER stands up and claps]
1319,2,0,WALDER,"Well, let's get ready.  The wine will flow red and the music will play loud and we'll put this mess behind us. ----------------------------------------------------------------------------------"
1320,2,0,SCENE,"[Scene changes to the desert outside of the city of Yunkai on the continent of Essos.  An army of Unsullied are standing guard outside of DAENERYS TARGARYEN'S tent. Inside her tent are her closest advisers: DAARIO NAHARIS, BARRISTAN SELMY, JORAH MORMONT and GREY WORM.  They are looking at a map of Yunkai]"
1321,2,0,DAENERYS,Where?
1322,2,0,SCENE,[DAARIO points at a location on the map]
1323,2,0,DAARIO,There.
1324,2,0,SCENE,"[DAARIO gets closer to DAENERYS, grabs and guides her hand to the location he was referring to.  JORAH watches him closely]"
1325,2,0,DAARIO,"There, it's a back gate.  My men use it when they visit Yunkai's bed slaves."
1326,2,0,JORAH,Your men but not you?
1327,2,0,DAARIO,I have no interest in slaves.  A man cannot make love to property.
1328,2,0,SCENE,[DAENERYS briefly looks up at DAARIO and JORAH briefly looks at her]
1329,2,0,DAARIO,"This is where we enter the city.  Very few guards, they know me.  They let me inside."
1330,2,0,BARRISTAN,We're not gonna sneak an army through a back gate.
1331,2,0,DAARIO,"I kill the guards.  I take your two best men and lead them through the back streets, which I know well, and open the front gates."
1332,2,0,SCENE,[DAARIO nods at JORAH and GREY WORM.  JORAH looks at GREY WORM who briefly looks back]
1333,2,0,DAARIO,"Then comes the army.  Once the walls are breached, the city will fall in hours."
1334,2,0,JORAH,"Or perhaps you'll lead Grey Worm and me to the slaughter, cutting the head off our army.  The masters of Yunkai will pay you your fee and you won't have to split it three ways cause you've already slaughtered your partners."
1335,2,0,DAARIO,"You have a very suspicious mind. In my experience, only dishonest people think this way."
1336,2,0,SCENE,[JORAH sighs and looks at Grey Worm]
1337,2,0,JORAH,You command the Unsullied.  What do you think?
1338,2,0,DAENERYS,
1339,2,0,SCENE,"[Speaking to Grey Worm in Valyrian] Lo jention mirre nūmāzme ēza, iderenna qopsa verdagon issa."
1340,2,0,GREY WORM,
1341,2,0,SCENE,[In Valyrian] I trust him.
1342,2,0,DAENERYS,
1343,2,0,SCENE,"[Speaking in the Common Tongue (in this case, English) again] You leave tonight."
1344,2,0,JORAH,Very good.  We'll prepare.
1345,2,0,SCENE,[DAENERYS' advisers start to leave. DAARIO grins at DAENERYS who looks back at him.  BARRISTAN walks towards JORAH]
1346,2,0,BARRISTAN,Ser Jorah.  You can use an extra sword.
1347,2,0,JORAH,"You're the Queensguard, Ser Barristan.  Your place is by the Queen.  If we are truly her loyal servants, we'll do whatever needs to be done.  No matter the cost, no matter our pride. ----------------------------------------------------------------------------------"
1348,2,0,SCENE,"[Scene shifts to Beyond The Wall in the North.  SAMWELL TARLY, GILLY and her baby are walking south towards Castle Black]"
1349,2,0,SAMWELL,"We're west of Castle Black, but the Nightfort's closest to us.  It was the first castle on the Wall. The Watch abandoned it during the reign of King Jaehaerys I.  Too big, impossible to maintain.  Other than Castle Black itself, the Nightfort's the perfect castle for us.  It's got a secret sally port, the Black Gate, as old as the Wall itself.  No one's used it for centuries, most likely.  It leads through the Wall right down into the Nightfort, if no one knows how to find it, which, it just so happens I do."
1350,2,0,SCENE,[GILLY stops and looks at SAMWELL in a confused manner]
1351,2,0,GILLY,How do you know all that?
1352,2,0,SAMWELL,I read about it in a very old book.
1353,2,0,GILLY,You know all that from staring at marks on paper?
1354,2,0,SAMWELL,Yes.
1355,2,0,GILLY,You're like a wizard.
1356,2,0,SCENE,"[SAMWELL smiles.  Next shot, GILLY and SAMWELL gaze up at the Wall]"
1357,2,0,GILLY,Our father used to tell us that no wildling ever looked upon the Wall and lived.  Here we are.  Alive. ----------------------------------------------------------------------------------
1358,2,0,SCENE,"[Scene changes to SANDOR ""THE HOUND"" CLEGANE and ARYA STARK on horseback in the Riverlands, on their way to The Twins, where THE HOUND plans on returning ARYA to her mother and brother in the hopes of receiving some reward.  They see a PIG FARMER along the way who's having trouble with the wheel spokes on his cart]"
1359,2,0,THE HOUND,Remember what happens to children who run.  I'm your father and I'll do the talking.
1360,2,0,SCENE,[THE HOUND hands the horse reins to ARYA and walks over to the PIG FARMER]
1361,2,0,PIG FARMER,"The roads have gone right to hell, haven't they? Cracked three spokes this morning."
1362,2,0,THE HOUND,Need a hand?
1363,2,0,PIG FARMER,Need about eight hands.
1364,2,0,SCENE,[THE HOUND lifts the cart up]
1365,2,0,PIG FARMER,Got to get this salt pork to The Twins in time for the wedding.
1366,2,0,SCENE,"[PIG FARMER fixes the wheel, THE HOUND sets the cart down]"
1367,2,0,PIG FARMER,Many thanks.
1368,2,0,SCENE,"[THE HOUND punches the PIG FARMER in the face, knocking him to the ground.  THE HOUND then unsheathes his dagger and prepares to kill him, prompting ARYA to intervene]"
1369,2,0,ARYA,Don't! Don't kill him.
1370,2,0,THE HOUND,Dead rats don't squeak.
1371,2,0,ARYA,"You're so dangerous, aren't you? Saying scary things to little girls. Killing little boys and old people.  A real hard man you are."
1372,2,0,THE HOUND,More than anyone you know.
1373,2,0,ARYA,You're wrong.  I know a killer. A real killer.
1374,2,0,THE HOUND,That so?
1375,2,0,ARYA,You'd be like a kitten to him.  He'd kill you with his little finger.
1376,2,0,SCENE,[THE HOUND looks at the PIG FARMER on the ground]
1377,2,0,THE HOUND,That him?
1378,2,0,SCENE,"[Confused, ARYA turns her head to look down at the PIG FARMER]"
1379,2,0,ARYA,No.
1380,2,0,THE HOUND,Good.
1381,2,0,SCENE,[THE HOUND again tries to approach the PIG FARMER in order to kill him but ARYA again intervenes pushing him back] ARYA : Don't kill him!  Please.  Please don't.
1382,2,0,SCENE,[THE HOUND pauses then sheathes his dagger]
1383,2,0,THE HOUND,You're very kind.  Someday it'll get you killed.
1384,2,0,SCENE,"[PIG FARMER starts to regain consciousness.  ARYA grabs a piece of wood from the cart and hits him across the face with it, knocking him out again. She then walks back to the horse as THE HOUND looks on surprised] ----------------------------------------------------------------------------------"
1385,2,0,SCENE,"[Scene changes to the North, south of the wall.  BRAN STARK, RICKON STARK, HODOR, JOJEN REED, MEERA REED and OSHA are walking past a windmill]"
1386,2,0,OSHA,Where are we?
1387,2,0,BRAN,"The Gift, I think.  Brandon The Builder gave all this land south of the Wall to the Night’s Watch for their sustenance and support.  Maester Luwin taught me that."
1388,2,0,JOJEN,Doesn’t seem to be supporting anyone at the moment.
1389,2,0,MEERA,It’s good land and there’s no war up here.  Why leave?
1390,2,0,BRAN,Wildlings.
1391,2,0,SCENE,[BRAN looks at OSHA who stares back at him]
1392,2,0,BRAN,"Sorry.  But they come over the Wall and raid, steal, carry off women."
1393,2,0,RICKON,Old Nan said they turn your skull into a cup and make you drink your own blood from it.
1394,2,0,SCENE,[OSHA stares at RICKON who looks back at her]
1395,2,0,RICKON,That’s what Old Nan said.
1396,2,0,JOJEN,There’s a storm coming.
1397,2,0,BRAN,I don’t see any.
1398,2,0,SCENE,"[Thunder rumbling, everyone looks up at the sky and at the windmill]"
1399,2,0,MEERA,It’s as good a place to shelter as any.
1400,2,0,SCENE,[They begin walking back towards the windmill.  OSHA puts her hand on RICKON’S head]
1401,2,0,OSHA,We can drink some blood while we wait.  I don’t need much. ----------------------------------------------------------------------------------
1402,2,0,SCENE,"[Scene changes showing ORELL’S eagle circling over an old horse breeder’s home.  JON SNOW, TORMUND GIANTSBANE, ORELL, YGRITTE are hiding, waiting for ORELL’S scouting report]"
1403,2,0,ORELL,Only one old man and eight good horses.
1404,2,0,TORMUND,What’s one old man doing with eight horses?
1405,2,0,JON,He breeds them for the Watch.
1406,2,0,YGRITTE,How’s he keep folks from stealing them?
1407,2,0,JON,The Watch protects him.
1408,2,0,ORELL,"Not today they don’t.  He’s selling horses, he’s got some gold in there."
1409,2,0,TORMUND,And proper steel.
1410,2,0,ORELL,Let’s carve him up.
1411,2,0,JON,We just take the horses and go.  The old man’s no threat.
1412,2,0,SCENE,[ORELL looks at TORMUND]
1413,2,0,ORELL,I keep telling you.
1414,2,0,SCENE,[YGRITTE looks at JON]
1415,2,0,YGRITTE,He’s an old man.  A spear through the heart’s a better way to die than coughing up your last with no one but your horses to hear.
1416,2,0,SCENE,[JON looks at TORMUND]
1417,2,0,JON,The Watch might send a few men looking for a horse thief.  They’ll send a lot more to hunt down murderers.
1418,2,0,TORMUND,"I hope so.  Killing crows in their castle is tough.  Killing them out here in the open, that’s what we do."
1419,2,0,SCENE,[TORMUND announces to the rest of the wildlings]
1420,2,0,TORMUND,Spread out.  Surround the hut and move in.
1421,2,0,SCENE,"[The wildlings run towards the OLD MAN’S home.  JON smacks his sword, Longclaw, against a rock to alert the OLD MAN and his horses. Upon hearing his horses moving about, the OLD MAN steps outside and sees the wildlings running towards his home.  He gets on one of the horses and starts riding off.  YGRITTE preps her bow and arrow, aiming for the OLD MAN]"
1422,2,0,JON,Ygritte!
1423,2,0,SCENE,[JON intervenes and YGRITTE hits a tree instead]
1424,2,0,TORMUND,Clear the barn! ----------------------------------------------------------------------------------
